id,Datum,TagVorFeiertag
1307042,2013-07-04,0
1307044,2013-07-04,0
1307044,2013-07-04,0
1307044,2013-07-04,0
1307044,2013-07-04,0
1307044,2013-07-04,0
1307043,2013-07-04,0
1307043,2013-07-04,0
1307043,2013-07-04,0
1307043,2013-07-04,0
1307043,2013-07-04,0
1307041,2013-07-04,0
1307041,2013-07-04,0
1307041,2013-07-04,0
1307041,2013-07-04,0
1307041,2013-07-04,0
1307055,2013-07-05,0
1307055,2013-07-05,0
1307055,2013-07-05,0
1307055,2013-07-05,0
1307055,2013-07-05,0
1307053,2013-07-05,0
1307053,2013-07-05,0
1307053,2013-07-05,0
1307053,2013-07-05,0
1307053,2013-07-05,0
1307054,2013-07-05,0
1307054,2013-07-05,0
1307054,2013-07-05,0
1307054,2013-07-05,0
1307054,2013-07-05,0
1307051,2013-07-05,0
1307051,2013-07-05,0
1307051,2013-07-05,0
1307051,2013-07-05,0
1307051,2013-07-05,0
1307052,2013-07-05,0
1307052,2013-07-05,0
1307052,2013-07-05,0
1307052,2013-07-05,0
1307052,2013-07-05,0
1307061,2013-07-06,0
1307061,2013-07-06,0
1307061,2013-07-06,0
1307061,2013-07-06,0
1307061,2013-07-06,0
1307062,2013-07-06,0
1307062,2013-07-06,0
1307062,2013-07-06,0
1307062,2013-07-06,0
1307062,2013-07-06,0
1307064,2013-07-06,0
1307064,2013-07-06,0
1307064,2013-07-06,0
1307064,2013-07-06,0
1307064,2013-07-06,0
1307063,2013-07-06,0
1307063,2013-07-06,0
1307063,2013-07-06,0
1307063,2013-07-06,0
1307063,2013-07-06,0
1307065,2013-07-06,0
1307065,2013-07-06,0
1307065,2013-07-06,0
1307065,2013-07-06,0
1307065,2013-07-06,0
1307074,2013-07-07,0
1307074,2013-07-07,0
1307074,2013-07-07,0
1307074,2013-07-07,0
1307074,2013-07-07,0
1307073,2013-07-07,0
1307073,2013-07-07,0
1307073,2013-07-07,0
1307073,2013-07-07,0
1307073,2013-07-07,0
1307071,2013-07-07,0
1307071,2013-07-07,0
1307071,2013-07-07,0
1307071,2013-07-07,0
1307071,2013-07-07,0
1307072,2013-07-07,0
1307072,2013-07-07,0
1307072,2013-07-07,0
1307072,2013-07-07,0
1307072,2013-07-07,0
1307075,2013-07-07,0
1307075,2013-07-07,0
1307075,2013-07-07,0
1307075,2013-07-07,0
1307075,2013-07-07,0
1307084,2013-07-08,0
1307084,2013-07-08,0
1307084,2013-07-08,0
1307084,2013-07-08,0
1307084,2013-07-08,0
1307083,2013-07-08,0
1307083,2013-07-08,0
1307083,2013-07-08,0
1307083,2013-07-08,0
1307083,2013-07-08,0
1307085,2013-07-08,0
1307085,2013-07-08,0
1307085,2013-07-08,0
1307085,2013-07-08,0
1307085,2013-07-08,0
1307081,2013-07-08,0
1307081,2013-07-08,0
1307081,2013-07-08,0
1307081,2013-07-08,0
1307081,2013-07-08,0
1307082,2013-07-08,0
1307082,2013-07-08,0
1307082,2013-07-08,0
1307082,2013-07-08,0
1307082,2013-07-08,0
1307094,2013-07-09,0
1307094,2013-07-09,0
1307094,2013-07-09,0
1307094,2013-07-09,0
1307094,2013-07-09,0
1307091,2013-07-09,0
1307091,2013-07-09,0
1307091,2013-07-09,0
1307091,2013-07-09,0
1307091,2013-07-09,0
1307092,2013-07-09,0
1307092,2013-07-09,0
1307092,2013-07-09,0
1307092,2013-07-09,0
1307092,2013-07-09,0
1307095,2013-07-09,0
1307095,2013-07-09,0
1307095,2013-07-09,0
1307095,2013-07-09,0
1307095,2013-07-09,0
1307093,2013-07-09,0
1307093,2013-07-09,0
1307093,2013-07-09,0
1307093,2013-07-09,0
1307093,2013-07-09,0
1307105,2013-07-10,0
1307105,2013-07-10,0
1307105,2013-07-10,0
1307105,2013-07-10,0
1307105,2013-07-10,0
1307101,2013-07-10,0
1307101,2013-07-10,0
1307101,2013-07-10,0
1307101,2013-07-10,0
1307101,2013-07-10,0
1307103,2013-07-10,0
1307103,2013-07-10,0
1307103,2013-07-10,0
1307103,2013-07-10,0
1307103,2013-07-10,0
1307104,2013-07-10,0
1307104,2013-07-10,0
1307104,2013-07-10,0
1307104,2013-07-10,0
1307104,2013-07-10,0
1307102,2013-07-10,0
1307102,2013-07-10,0
1307102,2013-07-10,0
1307102,2013-07-10,0
1307102,2013-07-10,0
1307112,2013-07-11,0
1307112,2013-07-11,0
1307112,2013-07-11,0
1307112,2013-07-11,0
1307112,2013-07-11,0
1307115,2013-07-11,0
1307115,2013-07-11,0
1307115,2013-07-11,0
1307115,2013-07-11,0
1307115,2013-07-11,0
1307111,2013-07-11,0
1307111,2013-07-11,0
1307111,2013-07-11,0
1307111,2013-07-11,0
1307111,2013-07-11,0
1307114,2013-07-11,0
1307114,2013-07-11,0
1307114,2013-07-11,0
1307114,2013-07-11,0
1307114,2013-07-11,0
1307113,2013-07-11,0
1307113,2013-07-11,0
1307113,2013-07-11,0
1307113,2013-07-11,0
1307113,2013-07-11,0
1307125,2013-07-12,0
1307125,2013-07-12,0
1307125,2013-07-12,0
1307125,2013-07-12,0
1307121,2013-07-12,0
1307121,2013-07-12,0
1307121,2013-07-12,0
1307121,2013-07-12,0
1307123,2013-07-12,0
1307123,2013-07-12,0
1307123,2013-07-12,0
1307123,2013-07-12,0
1307122,2013-07-12,0
1307122,2013-07-12,0
1307122,2013-07-12,0
1307122,2013-07-12,0
1307134,2013-07-13,0
1307134,2013-07-13,0
1307134,2013-07-13,0
1307134,2013-07-13,0
1307134,2013-07-13,0
1307133,2013-07-13,0
1307133,2013-07-13,0
1307133,2013-07-13,0
1307133,2013-07-13,0
1307133,2013-07-13,0
1307135,2013-07-13,0
1307135,2013-07-13,0
1307135,2013-07-13,0
1307135,2013-07-13,0
1307135,2013-07-13,0
1307131,2013-07-13,0
1307131,2013-07-13,0
1307131,2013-07-13,0
1307131,2013-07-13,0
1307131,2013-07-13,0
1307132,2013-07-13,0
1307132,2013-07-13,0
1307132,2013-07-13,0
1307132,2013-07-13,0
1307132,2013-07-13,0
1307142,2013-07-14,0
1307142,2013-07-14,0
1307142,2013-07-14,0
1307142,2013-07-14,0
1307142,2013-07-14,0
1307144,2013-07-14,0
1307144,2013-07-14,0
1307144,2013-07-14,0
1307144,2013-07-14,0
1307144,2013-07-14,0
1307145,2013-07-14,0
1307145,2013-07-14,0
1307145,2013-07-14,0
1307145,2013-07-14,0
1307145,2013-07-14,0
1307143,2013-07-14,0
1307143,2013-07-14,0
1307143,2013-07-14,0
1307143,2013-07-14,0
1307143,2013-07-14,0
1307141,2013-07-14,0
1307141,2013-07-14,0
1307141,2013-07-14,0
1307141,2013-07-14,0
1307141,2013-07-14,0
1307151,2013-07-15,0
1307151,2013-07-15,0
1307151,2013-07-15,0
1307151,2013-07-15,0
1307151,2013-07-15,0
1307153,2013-07-15,0
1307153,2013-07-15,0
1307153,2013-07-15,0
1307153,2013-07-15,0
1307153,2013-07-15,0
1307152,2013-07-15,0
1307152,2013-07-15,0
1307152,2013-07-15,0
1307152,2013-07-15,0
1307152,2013-07-15,0
1307155,2013-07-15,0
1307155,2013-07-15,0
1307155,2013-07-15,0
1307155,2013-07-15,0
1307155,2013-07-15,0
1307154,2013-07-15,0
1307154,2013-07-15,0
1307154,2013-07-15,0
1307154,2013-07-15,0
1307154,2013-07-15,0
1307163,2013-07-16,0
1307163,2013-07-16,0
1307163,2013-07-16,0
1307163,2013-07-16,0
1307163,2013-07-16,0
1307165,2013-07-16,0
1307165,2013-07-16,0
1307165,2013-07-16,0
1307165,2013-07-16,0
1307165,2013-07-16,0
1307164,2013-07-16,0
1307164,2013-07-16,0
1307164,2013-07-16,0
1307164,2013-07-16,0
1307164,2013-07-16,0
1307161,2013-07-16,0
1307161,2013-07-16,0
1307161,2013-07-16,0
1307161,2013-07-16,0
1307161,2013-07-16,0
1307162,2013-07-16,0
1307162,2013-07-16,0
1307162,2013-07-16,0
1307162,2013-07-16,0
1307162,2013-07-16,0
1307171,2013-07-17,0
1307171,2013-07-17,0
1307171,2013-07-17,0
1307171,2013-07-17,0
1307175,2013-07-17,0
1307175,2013-07-17,0
1307175,2013-07-17,0
1307175,2013-07-17,0
1307172,2013-07-17,0
1307172,2013-07-17,0
1307172,2013-07-17,0
1307172,2013-07-17,0
1307173,2013-07-17,0
1307173,2013-07-17,0
1307173,2013-07-17,0
1307173,2013-07-17,0
1307182,2013-07-18,0
1307182,2013-07-18,0
1307182,2013-07-18,0
1307182,2013-07-18,0
1307182,2013-07-18,0
1307184,2013-07-18,0
1307184,2013-07-18,0
1307184,2013-07-18,0
1307184,2013-07-18,0
1307184,2013-07-18,0
1307181,2013-07-18,0
1307181,2013-07-18,0
1307181,2013-07-18,0
1307181,2013-07-18,0
1307181,2013-07-18,0
1307183,2013-07-18,0
1307183,2013-07-18,0
1307183,2013-07-18,0
1307183,2013-07-18,0
1307183,2013-07-18,0
1307185,2013-07-18,0
1307185,2013-07-18,0
1307185,2013-07-18,0
1307185,2013-07-18,0
1307185,2013-07-18,0
1307193,2013-07-19,0
1307193,2013-07-19,0
1307193,2013-07-19,0
1307193,2013-07-19,0
1307193,2013-07-19,0
1307195,2013-07-19,0
1307195,2013-07-19,0
1307195,2013-07-19,0
1307195,2013-07-19,0
1307195,2013-07-19,0
1307194,2013-07-19,0
1307194,2013-07-19,0
1307194,2013-07-19,0
1307194,2013-07-19,0
1307194,2013-07-19,0
1307192,2013-07-19,0
1307192,2013-07-19,0
1307192,2013-07-19,0
1307192,2013-07-19,0
1307192,2013-07-19,0
1307191,2013-07-19,0
1307191,2013-07-19,0
1307191,2013-07-19,0
1307191,2013-07-19,0
1307191,2013-07-19,0
1307203,2013-07-20,0
1307203,2013-07-20,0
1307203,2013-07-20,0
1307203,2013-07-20,0
1307203,2013-07-20,0
1307205,2013-07-20,0
1307205,2013-07-20,0
1307205,2013-07-20,0
1307205,2013-07-20,0
1307205,2013-07-20,0
1307202,2013-07-20,0
1307202,2013-07-20,0
1307202,2013-07-20,0
1307202,2013-07-20,0
1307202,2013-07-20,0
1307201,2013-07-20,0
1307201,2013-07-20,0
1307201,2013-07-20,0
1307201,2013-07-20,0
1307201,2013-07-20,0
1307204,2013-07-20,0
1307204,2013-07-20,0
1307204,2013-07-20,0
1307204,2013-07-20,0
1307204,2013-07-20,0
1307215,2013-07-21,0
1307215,2013-07-21,0
1307215,2013-07-21,0
1307215,2013-07-21,0
1307215,2013-07-21,0
1307213,2013-07-21,0
1307213,2013-07-21,0
1307213,2013-07-21,0
1307213,2013-07-21,0
1307213,2013-07-21,0
1307212,2013-07-21,0
1307212,2013-07-21,0
1307212,2013-07-21,0
1307212,2013-07-21,0
1307212,2013-07-21,0
1307211,2013-07-21,0
1307211,2013-07-21,0
1307211,2013-07-21,0
1307211,2013-07-21,0
1307211,2013-07-21,0
1307214,2013-07-21,0
1307214,2013-07-21,0
1307214,2013-07-21,0
1307214,2013-07-21,0
1307214,2013-07-21,0
1307225,2013-07-22,0
1307225,2013-07-22,0
1307225,2013-07-22,0
1307225,2013-07-22,0
1307225,2013-07-22,0
1307223,2013-07-22,0
1307223,2013-07-22,0
1307223,2013-07-22,0
1307223,2013-07-22,0
1307223,2013-07-22,0
1307224,2013-07-22,0
1307224,2013-07-22,0
1307224,2013-07-22,0
1307224,2013-07-22,0
1307224,2013-07-22,0
1307222,2013-07-22,0
1307222,2013-07-22,0
1307222,2013-07-22,0
1307222,2013-07-22,0
1307222,2013-07-22,0
1307221,2013-07-22,0
1307221,2013-07-22,0
1307221,2013-07-22,0
1307221,2013-07-22,0
1307221,2013-07-22,0
1307235,2013-07-23,0
1307235,2013-07-23,0
1307235,2013-07-23,0
1307235,2013-07-23,0
1307235,2013-07-23,0
1307234,2013-07-23,0
1307234,2013-07-23,0
1307234,2013-07-23,0
1307234,2013-07-23,0
1307234,2013-07-23,0
1307232,2013-07-23,0
1307232,2013-07-23,0
1307232,2013-07-23,0
1307232,2013-07-23,0
1307232,2013-07-23,0
1307233,2013-07-23,0
1307233,2013-07-23,0
1307233,2013-07-23,0
1307233,2013-07-23,0
1307233,2013-07-23,0
1307231,2013-07-23,0
1307231,2013-07-23,0
1307231,2013-07-23,0
1307231,2013-07-23,0
1307231,2013-07-23,0
1307242,2013-07-24,0
1307242,2013-07-24,0
1307242,2013-07-24,0
1307242,2013-07-24,0
1307242,2013-07-24,0
1307245,2013-07-24,0
1307245,2013-07-24,0
1307245,2013-07-24,0
1307245,2013-07-24,0
1307245,2013-07-24,0
1307243,2013-07-24,0
1307243,2013-07-24,0
1307243,2013-07-24,0
1307243,2013-07-24,0
1307243,2013-07-24,0
1307241,2013-07-24,0
1307241,2013-07-24,0
1307241,2013-07-24,0
1307241,2013-07-24,0
1307241,2013-07-24,0
1307244,2013-07-24,0
1307244,2013-07-24,0
1307244,2013-07-24,0
1307244,2013-07-24,0
1307244,2013-07-24,0
1307254,2013-07-25,0
1307254,2013-07-25,0
1307254,2013-07-25,0
1307254,2013-07-25,0
1307254,2013-07-25,0
1307252,2013-07-25,0
1307252,2013-07-25,0
1307252,2013-07-25,0
1307252,2013-07-25,0
1307252,2013-07-25,0
1307255,2013-07-25,0
1307255,2013-07-25,0
1307255,2013-07-25,0
1307255,2013-07-25,0
1307255,2013-07-25,0
1307251,2013-07-25,0
1307251,2013-07-25,0
1307251,2013-07-25,0
1307251,2013-07-25,0
1307251,2013-07-25,0
1307253,2013-07-25,0
1307253,2013-07-25,0
1307253,2013-07-25,0
1307253,2013-07-25,0
1307253,2013-07-25,0
1307261,2013-07-26,0
1307261,2013-07-26,0
1307261,2013-07-26,0
1307261,2013-07-26,0
1307261,2013-07-26,0
1307262,2013-07-26,0
1307262,2013-07-26,0
1307262,2013-07-26,0
1307262,2013-07-26,0
1307262,2013-07-26,0
1307263,2013-07-26,0
1307263,2013-07-26,0
1307263,2013-07-26,0
1307263,2013-07-26,0
1307263,2013-07-26,0
1307265,2013-07-26,0
1307265,2013-07-26,0
1307265,2013-07-26,0
1307265,2013-07-26,0
1307265,2013-07-26,0
1307264,2013-07-26,0
1307264,2013-07-26,0
1307264,2013-07-26,0
1307264,2013-07-26,0
1307264,2013-07-26,0
1307271,2013-07-27,0
1307271,2013-07-27,0
1307271,2013-07-27,0
1307271,2013-07-27,0
1307272,2013-07-27,0
1307272,2013-07-27,0
1307272,2013-07-27,0
1307272,2013-07-27,0
1307273,2013-07-27,0
1307273,2013-07-27,0
1307273,2013-07-27,0
1307273,2013-07-27,0
1307275,2013-07-27,0
1307275,2013-07-27,0
1307275,2013-07-27,0
1307275,2013-07-27,0
1307285,2013-07-28,0
1307285,2013-07-28,0
1307285,2013-07-28,0
1307285,2013-07-28,0
1307281,2013-07-28,0
1307281,2013-07-28,0
1307281,2013-07-28,0
1307281,2013-07-28,0
1307282,2013-07-28,0
1307282,2013-07-28,0
1307282,2013-07-28,0
1307282,2013-07-28,0
1307283,2013-07-28,0
1307283,2013-07-28,0
1307283,2013-07-28,0
1307283,2013-07-28,0
1307295,2013-07-29,0
1307295,2013-07-29,0
1307295,2013-07-29,0
1307295,2013-07-29,0
1307291,2013-07-29,0
1307291,2013-07-29,0
1307291,2013-07-29,0
1307291,2013-07-29,0
1307292,2013-07-29,0
1307292,2013-07-29,0
1307292,2013-07-29,0
1307292,2013-07-29,0
1307293,2013-07-29,0
1307293,2013-07-29,0
1307293,2013-07-29,0
1307293,2013-07-29,0
1307305,2013-07-30,0
1307305,2013-07-30,0
1307305,2013-07-30,0
1307305,2013-07-30,0
1307301,2013-07-30,0
1307301,2013-07-30,0
1307301,2013-07-30,0
1307301,2013-07-30,0
1307303,2013-07-30,0
1307303,2013-07-30,0
1307303,2013-07-30,0
1307303,2013-07-30,0
1307302,2013-07-30,0
1307302,2013-07-30,0
1307302,2013-07-30,0
1307302,2013-07-30,0
1307311,2013-07-31,0
1307311,2013-07-31,0
1307311,2013-07-31,0
1307311,2013-07-31,0
1307312,2013-07-31,0
1307312,2013-07-31,0
1307312,2013-07-31,0
1307312,2013-07-31,0
1307313,2013-07-31,0
1307313,2013-07-31,0
1307313,2013-07-31,0
1307313,2013-07-31,0
1307315,2013-07-31,0
1307315,2013-07-31,0
1307315,2013-07-31,0
1307315,2013-07-31,0
1308011,2013-08-01,0
1308011,2013-08-01,0
1308011,2013-08-01,0
1308011,2013-08-01,0
1308011,2013-08-01,0
1308013,2013-08-01,0
1308013,2013-08-01,0
1308013,2013-08-01,0
1308013,2013-08-01,0
1308013,2013-08-01,0
1308014,2013-08-01,0
1308014,2013-08-01,0
1308014,2013-08-01,0
1308014,2013-08-01,0
1308014,2013-08-01,0
1308015,2013-08-01,0
1308015,2013-08-01,0
1308015,2013-08-01,0
1308015,2013-08-01,0
1308015,2013-08-01,0
1308012,2013-08-01,0
1308012,2013-08-01,0
1308012,2013-08-01,0
1308012,2013-08-01,0
1308012,2013-08-01,0
1308021,2013-08-02,0
1308021,2013-08-02,0
1308021,2013-08-02,0
1308021,2013-08-02,0
1308021,2013-08-02,0
1308023,2013-08-02,0
1308023,2013-08-02,0
1308023,2013-08-02,0
1308023,2013-08-02,0
1308023,2013-08-02,0
1308025,2013-08-02,0
1308025,2013-08-02,0
1308025,2013-08-02,0
1308025,2013-08-02,0
1308025,2013-08-02,0
1308022,2013-08-02,0
1308022,2013-08-02,0
1308022,2013-08-02,0
1308022,2013-08-02,0
1308022,2013-08-02,0
1308024,2013-08-02,0
1308024,2013-08-02,0
1308024,2013-08-02,0
1308024,2013-08-02,0
1308024,2013-08-02,0
1308031,2013-08-03,0
1308031,2013-08-03,0
1308031,2013-08-03,0
1308031,2013-08-03,0
1308031,2013-08-03,0
1308032,2013-08-03,0
1308032,2013-08-03,0
1308032,2013-08-03,0
1308032,2013-08-03,0
1308032,2013-08-03,0
1308034,2013-08-03,0
1308034,2013-08-03,0
1308034,2013-08-03,0
1308034,2013-08-03,0
1308034,2013-08-03,0
1308033,2013-08-03,0
1308033,2013-08-03,0
1308033,2013-08-03,0
1308033,2013-08-03,0
1308033,2013-08-03,0
1308035,2013-08-03,0
1308035,2013-08-03,0
1308035,2013-08-03,0
1308035,2013-08-03,0
1308035,2013-08-03,0
1308045,2013-08-04,0
1308045,2013-08-04,0
1308045,2013-08-04,0
1308045,2013-08-04,0
1308045,2013-08-04,0
1308044,2013-08-04,0
1308044,2013-08-04,0
1308044,2013-08-04,0
1308044,2013-08-04,0
1308044,2013-08-04,0
1308043,2013-08-04,0
1308043,2013-08-04,0
1308043,2013-08-04,0
1308043,2013-08-04,0
1308043,2013-08-04,0
1308042,2013-08-04,0
1308042,2013-08-04,0
1308042,2013-08-04,0
1308042,2013-08-04,0
1308042,2013-08-04,0
1308041,2013-08-04,0
1308041,2013-08-04,0
1308041,2013-08-04,0
1308041,2013-08-04,0
1308041,2013-08-04,0
1308053,2013-08-05,0
1308053,2013-08-05,0
1308053,2013-08-05,0
1308053,2013-08-05,0
1308051,2013-08-05,0
1308051,2013-08-05,0
1308051,2013-08-05,0
1308051,2013-08-05,0
1308052,2013-08-05,0
1308052,2013-08-05,0
1308052,2013-08-05,0
1308052,2013-08-05,0
1308055,2013-08-05,0
1308055,2013-08-05,0
1308055,2013-08-05,0
1308055,2013-08-05,0
1308062,2013-08-06,0
1308062,2013-08-06,0
1308062,2013-08-06,0
1308062,2013-08-06,0
1308062,2013-08-06,0
1308061,2013-08-06,0
1308061,2013-08-06,0
1308061,2013-08-06,0
1308061,2013-08-06,0
1308061,2013-08-06,0
1308063,2013-08-06,0
1308063,2013-08-06,0
1308063,2013-08-06,0
1308063,2013-08-06,0
1308063,2013-08-06,0
1308064,2013-08-06,0
1308064,2013-08-06,0
1308064,2013-08-06,0
1308064,2013-08-06,0
1308064,2013-08-06,0
1308065,2013-08-06,0
1308065,2013-08-06,0
1308065,2013-08-06,0
1308065,2013-08-06,0
1308065,2013-08-06,0
1308075,2013-08-07,0
1308075,2013-08-07,0
1308075,2013-08-07,0
1308075,2013-08-07,0
1308075,2013-08-07,0
1308072,2013-08-07,0
1308072,2013-08-07,0
1308072,2013-08-07,0
1308072,2013-08-07,0
1308072,2013-08-07,0
1308073,2013-08-07,0
1308073,2013-08-07,0
1308073,2013-08-07,0
1308073,2013-08-07,0
1308073,2013-08-07,0
1308074,2013-08-07,0
1308074,2013-08-07,0
1308074,2013-08-07,0
1308074,2013-08-07,0
1308074,2013-08-07,0
1308071,2013-08-07,0
1308071,2013-08-07,0
1308071,2013-08-07,0
1308071,2013-08-07,0
1308071,2013-08-07,0
1308085,2013-08-08,0
1308085,2013-08-08,0
1308085,2013-08-08,0
1308085,2013-08-08,0
1308085,2013-08-08,0
1308084,2013-08-08,0
1308084,2013-08-08,0
1308084,2013-08-08,0
1308084,2013-08-08,0
1308084,2013-08-08,0
1308083,2013-08-08,0
1308083,2013-08-08,0
1308083,2013-08-08,0
1308083,2013-08-08,0
1308083,2013-08-08,0
1308082,2013-08-08,0
1308082,2013-08-08,0
1308082,2013-08-08,0
1308082,2013-08-08,0
1308082,2013-08-08,0
1308081,2013-08-08,0
1308081,2013-08-08,0
1308081,2013-08-08,0
1308081,2013-08-08,0
1308081,2013-08-08,0
1308091,2013-08-09,0
1308091,2013-08-09,0
1308091,2013-08-09,0
1308091,2013-08-09,0
1308091,2013-08-09,0
1308093,2013-08-09,0
1308093,2013-08-09,0
1308093,2013-08-09,0
1308093,2013-08-09,0
1308093,2013-08-09,0
1308095,2013-08-09,0
1308095,2013-08-09,0
1308095,2013-08-09,0
1308095,2013-08-09,0
1308095,2013-08-09,0
1308094,2013-08-09,0
1308094,2013-08-09,0
1308094,2013-08-09,0
1308094,2013-08-09,0
1308094,2013-08-09,0
1308092,2013-08-09,0
1308092,2013-08-09,0
1308092,2013-08-09,0
1308092,2013-08-09,0
1308092,2013-08-09,0
1308105,2013-08-10,0
1308105,2013-08-10,0
1308105,2013-08-10,0
1308105,2013-08-10,0
1308105,2013-08-10,0
1308103,2013-08-10,0
1308103,2013-08-10,0
1308103,2013-08-10,0
1308103,2013-08-10,0
1308103,2013-08-10,0
1308104,2013-08-10,0
1308104,2013-08-10,0
1308104,2013-08-10,0
1308104,2013-08-10,0
1308104,2013-08-10,0
1308101,2013-08-10,0
1308101,2013-08-10,0
1308101,2013-08-10,0
1308101,2013-08-10,0
1308101,2013-08-10,0
1308102,2013-08-10,0
1308102,2013-08-10,0
1308102,2013-08-10,0
1308102,2013-08-10,0
1308102,2013-08-10,0
1308115,2013-08-11,0
1308115,2013-08-11,0
1308115,2013-08-11,0
1308115,2013-08-11,0
1308115,2013-08-11,0
1308112,2013-08-11,0
1308112,2013-08-11,0
1308112,2013-08-11,0
1308112,2013-08-11,0
1308112,2013-08-11,0
1308111,2013-08-11,0
1308111,2013-08-11,0
1308111,2013-08-11,0
1308111,2013-08-11,0
1308111,2013-08-11,0
1308113,2013-08-11,0
1308113,2013-08-11,0
1308113,2013-08-11,0
1308113,2013-08-11,0
1308113,2013-08-11,0
1308114,2013-08-11,0
1308114,2013-08-11,0
1308114,2013-08-11,0
1308114,2013-08-11,0
1308114,2013-08-11,0
1308121,2013-08-12,0
1308121,2013-08-12,0
1308121,2013-08-12,0
1308121,2013-08-12,0
1308121,2013-08-12,0
1308125,2013-08-12,0
1308125,2013-08-12,0
1308125,2013-08-12,0
1308125,2013-08-12,0
1308125,2013-08-12,0
1308123,2013-08-12,0
1308123,2013-08-12,0
1308123,2013-08-12,0
1308123,2013-08-12,0
1308123,2013-08-12,0
1308122,2013-08-12,0
1308122,2013-08-12,0
1308122,2013-08-12,0
1308122,2013-08-12,0
1308122,2013-08-12,0
1308124,2013-08-12,0
1308124,2013-08-12,0
1308124,2013-08-12,0
1308124,2013-08-12,0
1308124,2013-08-12,0
1308132,2013-08-13,0
1308132,2013-08-13,0
1308132,2013-08-13,0
1308132,2013-08-13,0
1308132,2013-08-13,0
1308131,2013-08-13,0
1308131,2013-08-13,0
1308131,2013-08-13,0
1308131,2013-08-13,0
1308131,2013-08-13,0
1308135,2013-08-13,0
1308135,2013-08-13,0
1308135,2013-08-13,0
1308135,2013-08-13,0
1308135,2013-08-13,0
1308134,2013-08-13,0
1308134,2013-08-13,0
1308134,2013-08-13,0
1308134,2013-08-13,0
1308134,2013-08-13,0
1308133,2013-08-13,0
1308133,2013-08-13,0
1308133,2013-08-13,0
1308133,2013-08-13,0
1308133,2013-08-13,0
1308143,2013-08-14,0
1308143,2013-08-14,0
1308143,2013-08-14,0
1308143,2013-08-14,0
1308143,2013-08-14,0
1308145,2013-08-14,0
1308145,2013-08-14,0
1308145,2013-08-14,0
1308145,2013-08-14,0
1308145,2013-08-14,0
1308142,2013-08-14,0
1308142,2013-08-14,0
1308142,2013-08-14,0
1308142,2013-08-14,0
1308142,2013-08-14,0
1308144,2013-08-14,0
1308144,2013-08-14,0
1308144,2013-08-14,0
1308144,2013-08-14,0
1308144,2013-08-14,0
1308141,2013-08-14,0
1308141,2013-08-14,0
1308141,2013-08-14,0
1308141,2013-08-14,0
1308141,2013-08-14,0
1308154,2013-08-15,0
1308154,2013-08-15,0
1308154,2013-08-15,0
1308154,2013-08-15,0
1308154,2013-08-15,0
1308153,2013-08-15,0
1308153,2013-08-15,0
1308153,2013-08-15,0
1308153,2013-08-15,0
1308153,2013-08-15,0
1308151,2013-08-15,0
1308151,2013-08-15,0
1308151,2013-08-15,0
1308151,2013-08-15,0
1308151,2013-08-15,0
1308155,2013-08-15,0
1308155,2013-08-15,0
1308155,2013-08-15,0
1308155,2013-08-15,0
1308155,2013-08-15,0
1308152,2013-08-15,0
